id,Brown dwarf,Constellation,Right ascension,Declination,App.mag.,Distance,Spectraltype,Mass,Radius,Discovery year
2568,WISE 0812+4021,Lynx,8h 12m 20.04s,40° 21′ 6.2″,,63.6,T8,,,2010
2569,WISE 0812+4021,Lynx,8h 12m 20.04s,40° 21′ 6.2″,,63.6,T8,,,2010
2570,WISE 0819-0335,Hydra,8h 19m 58.06s,−3° 35′ 28.52″,14.99,46,T4,,,2010
2571,WISE 0819-0335,Hydra,8h 19m 58.06s,−3° 35′ 28.52″,14.99,46,T4,,,2010
2572,WISE 0819-0335,Hydra,8h 19m 58.06s,−3° 35′ 28.52″,14.99,46,T4,,,2010
2573,WISE 0819-0335,Hydra,8h 19m 58.06s,−3° 35′ 28.52″,14.99,46,T4,,,2010
2574,WISE 0819-0335,Hydra,8h 19m 58.06s,−3° 35′ 28.52″,14.99,46,T4,,,2010
2575,WISE 0819-0335,Hydra,8h 19m 58.06s,−3° 35′ 28.52″,14.99,46,T4,,,2010
2576,WISE 0819-0335,Hydra,8h 19m 58.06s,−3° 35′ 28.52″,14.99,46,T4,,,2010
2577,WISE 0819-0335,Hydra,8h 19m 58.06s,−3° 35′ 28.52″,14.99,46,T4,,,2010
2578,WISE 0819-0335,Hydra,8h 19m 58.06s,−3° 35′ 28.52″,14.99,46,T4,,,2010
2579,WISE 0819-0335,Hydra,8h 19m 58.06s,−3° 35′ 28.52″,14.99,46,T4,,,2010
2580,WISE 0821+1443,Ursa Major,8h 21m 31.66s,14° 43′ 19.29″,16.78,68.2,T5.5,,,2010
2581,WISE 0821+1443,Ursa Major,8h 21m 31.66s,14° 43′ 19.29″,16.78,68.2,T5.5,,,2010
2582,WISE 0821+1443,Ursa Major,8h 21m 31.66s,14° 43′ 19.29″,16.78,68.2,T5.5,,,2010
2583,WISE 0821+1443,Ursa Major,8h 21m 31.66s,14° 43′ 19.29″,16.78,68.2,T5.5,,,2010
2584,WISE 0821+1443,Ursa Major,8h 21m 31.66s,14° 43′ 19.29″,16.78,68.2,T5.5,,,2010
2585,WISE 0821+1443,Ursa Major,8h 21m 31.66s,14° 43′ 19.29″,16.78,68.2,T5.5,,,2010
2586,WISE 0821+1443,Ursa Major,8h 21m 31.66s,14° 43′ 19.29″,16.78,68.2,T5.5,,,2010
2587,WISE 0821+1443,Ursa Major,8h 21m 31.66s,14° 43′ 19.29″,16.78,68.2,T5.5,,,2010
2588,WISE 0821+1443,Ursa Major,8h 21m 31.66s,14° 43′ 19.29″,16.78,68.2,T5.5,,,2010
2589,WISE 0821+1443,Ursa Major,8h 21m 31.66s,14° 43′ 19.29″,16.78,68.2,T5.5,,,2010
2590,WISE 0836-1859,Pyxis,8h 36m 41.17s,−18° 59′ 47.18″,,72.4,T8 pec,,,2010
2591,WISE 0836-1859,Pyxis,8h 36m 41.17s,−18° 59′ 47.18″,,72.4,T8 pec,,,2010
2592,WISE 0836-1859,Pyxis,8h 36m 41.17s,−18° 59′ 47.18″,,72.4,T8 pec,,,2010
2593,WISE 0836-1859,Pyxis,8h 36m 41.17s,−18° 59′ 47.18″,,72.4,T8 pec,,,2010
2594,WISE 0836-1859,Pyxis,8h 36m 41.17s,−18° 59′ 47.18″,,72.4,T8 pec,,,2010
2595,WISE 0836-1859,Pyxis,8h 36m 41.17s,−18° 59′ 47.18″,,72.4,T8 pec,,,2010
2596,WISE 0836-1859,Pyxis,8h 36m 41.17s,−18° 59′ 47.18″,,72.4,T8 pec,,,2010
2597,WISE 0836-1859,Pyxis,8h 36m 41.17s,−18° 59′ 47.18″,,72.4,T8 pec,,,2010
2598,WISE 0836-1859,Pyxis,8h 36m 41.17s,−18° 59′ 47.18″,,72.4,T8 pec,,,2010
2599,WISE 0836-1859,Pyxis,8h 36m 41.17s,−18° 59′ 47.18″,,72.4,T8 pec,,,2010
2600,WISE 0857+5604,Ursa Major,8h 57m 16.25s,56° 4′ 7.58″,17.65,42.1,T8,,,2010
2601,WISE 0857+5604,Ursa Major,8h 57m 16.25s,56° 4′ 7.58″,17.65,42.1,T8,,,2010
2602,WISE 0857+5604,Ursa Major,8h 57m 16.25s,56° 4′ 7.58″,17.65,42.1,T8,,,2010
2603,WISE 0857+5604,Ursa Major,8h 57m 16.25s,56° 4′ 7.58″,17.65,42.1,T8,,,2010
2604,WISE 0857+5604,Ursa Major,8h 57m 16.25s,56° 4′ 7.58″,17.65,42.1,T8,,,2010
2605,WISE 0857+5604,Ursa Major,8h 57m 16.25s,56° 4′ 7.58″,17.65,42.1,T8,,,2010
2606,WISE 0857+5604,Ursa Major,8h 57m 16.25s,56° 4′ 7.58″,17.65,42.1,T8,,,2010
2607,WISE 0857+5604,Ursa Major,8h 57m 16.25s,56° 4′ 7.58″,17.65,42.1,T8,,,2010
2608,WISE 0857+5604,Ursa Major,8h 57m 16.25s,56° 4′ 7.58″,17.65,42.1,T8,,,2010
2609,WISE 0857+5604,Ursa Major,8h 57m 16.25s,56° 4′ 7.58″,17.65,42.1,T8,,,2010
2610,WISE 0906+4735,Ursa Major,9h 6m 49.34s,47° 35′ 38.2″,18.16,51.5,T8,,,2010
2611,WISE 0906+4735,Ursa Major,9h 6m 49.34s,47° 35′ 38.2″,18.16,51.5,T8,,,2010
2612,WISE 0906+4735,Ursa Major,9h 6m 49.34s,47° 35′ 38.2″,18.16,51.5,T8,,,2010
2613,WISE 0906+4735,Ursa Major,9h 6m 49.34s,47° 35′ 38.2″,18.16,51.5,T8,,,2010
2614,WISE 0906+4735,Ursa Major,9h 6m 49.34s,47° 35′ 38.2″,18.16,51.5,T8,,,2010
2615,WISE 0906+4735,Ursa Major,9h 6m 49.34s,47° 35′ 38.2″,18.16,51.5,T8,,,2010
2616,WISE 0906+4735,Ursa Major,9h 6m 49.34s,47° 35′ 38.2″,18.16,51.5,T8,,,2010
2617,WISE 0906+4735,Ursa Major,9h 6m 49.34s,47° 35′ 38.2″,18.16,51.5,T8,,,2010
2618,WISE 0906+4735,Ursa Major,9h 6m 49.34s,47° 35′ 38.2″,18.16,51.5,T8,,,2010
2619,WISE 0906+4735,Ursa Major,9h 6m 49.34s,47° 35′ 38.2″,18.16,51.5,T8,,,2010
2620,WISE 0929+0409,Hydra,9h 29m 6.78s,4° 9′ 57.59″,17.21,64.9,T6.5,,,2010
2621,WISE 0929+0409,Hydra,9h 29m 6.78s,4° 9′ 57.59″,17.21,64.9,T6.5,,,2010
2622,WISE 0929+0409,Hydra,9h 29m 6.78s,4° 9′ 57.59″,17.21,64.9,T6.5,,,2010
2623,WISE 0929+0409,Hydra,9h 29m 6.78s,4° 9′ 57.59″,17.21,64.9,T6.5,,,2010
2624,WISE 0929+0409,Hydra,9h 29m 6.78s,4° 9′ 57.59″,17.21,64.9,T6.5,,,2010
2625,WISE 0929+0409,Hydra,9h 29m 6.78s,4° 9′ 57.59″,17.21,64.9,T6.5,,,2010
2626,WISE 0929+0409,Hydra,9h 29m 6.78s,4° 9′ 57.59″,17.21,64.9,T6.5,,,2010
2627,WISE 0929+0409,Hydra,9h 29m 6.78s,4° 9′ 57.59″,17.21,64.9,T6.5,,,2010
2628,WISE 0929+0409,Hydra,9h 29m 6.78s,4° 9′ 57.59″,17.21,64.9,T6.5,,,2010
2629,WISE 0929+0409,Hydra,9h 29m 6.78s,4° 9′ 57.59″,17.21,64.9,T6.5,,,2010
2630,WISE 0952+1955,Leo,9h 52m 59.3s,19° 55′ 8.49″,17.13,72.1,T6,,,2010
2631,WISE 0952+1955,Leo,9h 52m 59.3s,19° 55′ 8.49″,17.13,72.1,T6,,,2010
2632,WISE 0952+1955,Leo,9h 52m 59.3s,19° 55′ 8.49″,17.13,72.1,T6,,,2010
2633,WISE 0952+1955,Leo,9h 52m 59.3s,19° 55′ 8.49″,17.13,72.1,T6,,,2010
2634,WISE 0952+1955,Leo,9h 52m 59.3s,19° 55′ 8.49″,17.13,72.1,T6,,,2010
2635,WISE 0952+1955,Leo,9h 52m 59.3s,19° 55′ 8.49″,17.13,72.1,T6,,,2010
2636,WISE 0952+1955,Leo,9h 52m 59.3s,19° 55′ 8.49″,17.13,72.1,T6,,,2010
2637,WISE 0952+1955,Leo,9h 52m 59.3s,19° 55′ 8.49″,17.13,72.1,T6,,,2010
2638,WISE 0952+1955,Leo,9h 52m 59.3s,19° 55′ 8.49″,17.13,72.1,T6,,,2010
2639,WISE 0952+1955,Leo,9h 52m 59.3s,19° 55′ 8.49″,17.13,72.1,T6,,,2010
2640,WISE 1018-2445,Hydra,10h 18m 8.05s,−24° 45′ 58.26″,,47.6,T8,,,2010
2641,WISE 1018-2445,Hydra,10h 18m 8.05s,−24° 45′ 58.26″,,47.6,T8,,,2010
2642,WISE 1018-2445,Hydra,10h 18m 8.05s,−24° 45′ 58.26″,,47.6,T8,,,2010
2643,WISE 1018-2445,Hydra,10h 18m 8.05s,−24° 45′ 58.26″,,47.6,T8,,,2010
2644,WISE 1018-2445,Hydra,10h 18m 8.05s,−24° 45′ 58.26″,,47.6,T8,,,2010
2645,WISE 1018-2445,Hydra,10h 18m 8.05s,−24° 45′ 58.26″,,47.6,T8,,,2010
2646,WISE 1018-2445,Hydra,10h 18m 8.05s,−24° 45′ 58.26″,,47.6,T8,,,2010
2647,WISE 1018-2445,Hydra,10h 18m 8.05s,−24° 45′ 58.26″,,47.6,T8,,,2010
2648,WISE 1018-2445,Hydra,10h 18m 8.05s,−24° 45′ 58.26″,,47.6,T8,,,2010
2649,WISE 1018-2445,Hydra,10h 18m 8.05s,−24° 45′ 58.26″,,47.6,T8,,,2010
2650,WISE 1019+6529,Ursa Major,10h 19m 5.64s,65° 29′ 54.17″,16.59,56.8,T6,,,2010
2651,WISE 1019+6529,Ursa Major,10h 19m 5.64s,65° 29′ 54.17″,16.59,56.8,T6,,,2010
2652,WISE 1019+6529,Ursa Major,10h 19m 5.64s,65° 29′ 54.17″,16.59,56.8,T6,,,2010
2653,WISE 1019+6529,Ursa Major,10h 19m 5.64s,65° 29′ 54.17″,16.59,56.8,T6,,,2010
2654,WISE 1019+6529,Ursa Major,10h 19m 5.64s,65° 29′ 54.17″,16.59,56.8,T6,,,2010
2655,WISE 1019+6529,Ursa Major,10h 19m 5.64s,65° 29′ 54.17″,16.59,56.8,T6,,,2010
2656,WISE 1019+6529,Ursa Major,10h 19m 5.64s,65° 29′ 54.17″,16.59,56.8,T6,,,2010
2657,WISE 1019+6529,Ursa Major,10h 19m 5.64s,65° 29′ 54.17″,16.59,56.8,T6,,,2010
2658,WISE 1019+6529,Ursa Major,10h 19m 5.64s,65° 29′ 54.17″,16.59,56.8,T6,,,2010
2659,WISE 1019+6529,Ursa Major,10h 19m 5.64s,65° 29′ 54.17″,16.59,56.8,T6,,,2010
2660,WISE 1039-1600,Hydra,10h 39m 7.73s,−16° 0′ 2.9″,,47.3,T7.5,,,2010
2661,WISE 1039-1600,Hydra,10h 39m 7.73s,−16° 0′ 2.9″,,47.3,T7.5,,,2010
2662,WISE 1039-1600,Hydra,10h 39m 7.73s,−16° 0′ 2.9″,,47.3,T7.5,,,2010
2663,WISE 1039-1600,Hydra,10h 39m 7.73s,−16° 0′ 2.9″,,47.3,T7.5,,,2010
2664,WISE 1039-1600,Hydra,10h 39m 7.73s,−16° 0′ 2.9″,,47.3,T7.5,,,2010
2665,WISE 1039-1600,Hydra,10h 39m 7.73s,−16° 0′ 2.9″,,47.3,T7.5,,,2010
2666,WISE 1039-1600,Hydra,10h 39m 7.73s,−16° 0′ 2.9″,,47.3,T7.5,,,2010
2667,WISE 1039-1600,Hydra,10h 39m 7.73s,−16° 0′ 2.9″,,47.3,T7.5,,,2010
2668,WISE 1039-1600,Hydra,10h 39m 7.73s,−16° 0′ 2.9″,,47.3,T7.5,,,2010
2669,WISE 1039-1600,Hydra,10h 39m 7.73s,−16° 0′ 2.9″,,47.3,T7.5,,,2010
2670,WISE 1042-3842,Antlia,10h 42m 45.29s,−38° 42′ 37.86″,,53.2,T8.5,,,2010
2671,WISE 1042-3842,Antlia,10h 42m 45.29s,−38° 42′ 37.86″,,53.2,T8.5,,,2010
2672,WISE 1042-3842,Antlia,10h 42m 45.29s,−38° 42′ 37.86″,,53.2,T8.5,,,2010
2673,WISE 1042-3842,Antlia,10h 42m 45.29s,−38° 42′ 37.86″,,53.2,T8.5,,,2010
2674,WISE 1042-3842,Antlia,10h 42m 45.29s,−38° 42′ 37.86″,,53.2,T8.5,,,2010
2675,WISE 1042-3842,Antlia,10h 42m 45.29s,−38° 42′ 37.86″,,53.2,T8.5,,,2010
2676,WISE 1042-3842,Antlia,10h 42m 45.29s,−38° 42′ 37.86″,,53.2,T8.5,,,2010
2677,WISE 1042-3842,Antlia,10h 42m 45.29s,−38° 42′ 37.86″,,53.2,T8.5,,,2010
2678,WISE 1042-3842,Antlia,10h 42m 45.29s,−38° 42′ 37.86″,,53.2,T8.5,,,2010
2679,WISE 1042-3842,Antlia,10h 42m 45.29s,−38° 42′ 37.86″,,53.2,T8.5,,,2010
2680,WISE 1051-2138,Hydra,10h 51m 30.01s,−21° 38′ 59.7″,,40.8,T9:,,,2010
2681,WISE 1051-2138,Hydra,10h 51m 30.01s,−21° 38′ 59.7″,,40.8,T9:,,,2010
2682,WISE 1051-2138,Hydra,10h 51m 30.01s,−21° 38′ 59.7″,,40.8,T9:,,,2010
2683,WISE 1051-2138,Hydra,10h 51m 30.01s,−21° 38′ 59.7″,,40.8,T9:,,,2010
2684,WISE 1051-2138,Hydra,10h 51m 30.01s,−21° 38′ 59.7″,,40.8,T9:,,,2010
2685,WISE 1051-2138,Hydra,10h 51m 30.01s,−21° 38′ 59.7″,,40.8,T9:,,,2010
2686,WISE 1051-2138,Hydra,10h 51m 30.01s,−21° 38′ 59.7″,,40.8,T9:,,,2010
2687,WISE 1051-2138,Hydra,10h 51m 30.01s,−21° 38′ 59.7″,,40.8,T9:,,,2010
2688,WISE 1051-2138,Hydra,10h 51m 30.01s,−21° 38′ 59.7″,,40.8,T9:,,,2010
2689,WISE 1051-2138,Hydra,10h 51m 30.01s,−21° 38′ 59.7″,,40.8,T9:,,,2010
2690,WISE 1122+2550,Leo,11h 22m 54.71s,25° 50′ 21.85″,16.67,57.7,T6,,,2010
2691,WISE 1122+2550,Leo,11h 22m 54.71s,25° 50′ 21.85″,16.67,57.7,T6,,,2010
2692,WISE 1122+2550,Leo,11h 22m 54.71s,25° 50′ 21.85″,16.67,57.7,T6,,,2010
2693,WISE 1122+2550,Leo,11h 22m 54.71s,25° 50′ 21.85″,16.67,57.7,T6,,,2010
2694,WISE 1122+2550,Leo,11h 22m 54.71s,25° 50′ 21.85″,16.67,57.7,T6,,,2010
2695,WISE 1122+2550,Leo,11h 22m 54.71s,25° 50′ 21.85″,16.67,57.7,T6,,,2010
2696,WISE 1122+2550,Leo,11h 22m 54.71s,25° 50′ 21.85″,16.67,57.7,T6,,,2010
2697,WISE 1122+2550,Leo,11h 22m 54.71s,25° 50′ 21.85″,16.67,57.7,T6,,,2010
2698,WISE 1122+2550,Leo,11h 22m 54.71s,25° 50′ 21.85″,16.67,57.7,T6,,,2010
2699,WISE 1122+2550,Leo,11h 22m 54.71s,25° 50′ 21.85″,16.67,57.7,T6,,,2010
2700,WISE 1124-0421,Leo,11h 24m 38.12s,−4° 21′ 49.7″,,50.6,T7,,,2010
2701,WISE 1124-0421,Leo,11h 24m 38.12s,−4° 21′ 49.7″,,50.6,T7,,,2010
2702,WISE 1124-0421,Leo,11h 24m 38.12s,−4° 21′ 49.7″,,50.6,T7,,,2010
2703,WISE 1124-0421,Leo,11h 24m 38.12s,−4° 21′ 49.7″,,50.6,T7,,,2010
2704,WISE 1124-0421,Leo,11h 24m 38.12s,−4° 21′ 49.7″,,50.6,T7,,,2010
2705,WISE 1124-0421,Leo,11h 24m 38.12s,−4° 21′ 49.7″,,50.6,T7,,,2010
2706,WISE 1124-0421,Leo,11h 24m 38.12s,−4° 21′ 49.7″,,50.6,T7,,,2010
2707,WISE 1124-0421,Leo,11h 24m 38.12s,−4° 21′ 49.7″,,50.6,T7,,,2010
2708,WISE 1124-0421,Leo,11h 24m 38.12s,−4° 21′ 49.7″,,50.6,T7,,,2010
2709,WISE 1124-0421,Leo,11h 24m 38.12s,−4° 21′ 49.7″,,50.6,T7,,,2010
2710,WISE 1147-2040,Hydra,11h 47m 24.21s,−20° 40′ 20.44″,,102,L7,,,2010
2711,WISE 1147-2040,Hydra,11h 47m 24.21s,−20° 40′ 20.44″,,102,L7,,,2010
2712,WISE 1147-2040,Hydra,11h 47m 24.21s,−20° 40′ 20.44″,,102,L7,,,2010
2713,WISE 1147-2040,Hydra,11h 47m 24.21s,−20° 40′ 20.44″,,102,L7,,,2010
2714,WISE 1147-2040,Hydra,11h 47m 24.21s,−20° 40′ 20.44″,,102,L7,,,2010
2715,WISE 1147-2040,Hydra,11h 47m 24.21s,−20° 40′ 20.44″,,102,L7,,,2010
2716,WISE 1147-2040,Hydra,11h 47m 24.21s,−20° 40′ 20.44″,,102,L7,,,2010
2717,WISE 1147-2040,Hydra,11h 47m 24.21s,−20° 40′ 20.44″,,102,L7,,,2010
2718,WISE 1147-2040,Hydra,11h 47m 24.21s,−20° 40′ 20.44″,,102,L7,,,2010
2719,WISE 1147-2040,Hydra,11h 47m 24.21s,−20° 40′ 20.44″,,102,L7,,,2010
2720,WISE 1150+6302,Ursa Major,11h 50m 13.9s,63° 2′ 40.97″,17.72,32.9,T8,,,2010
2721,WISE 1150+6302,Ursa Major,11h 50m 13.9s,63° 2′ 40.97″,17.72,32.9,T8,,,2010
2722,WISE 1150+6302,Ursa Major,11h 50m 13.9s,63° 2′ 40.97″,17.72,32.9,T8,,,2010
2723,WISE 1150+6302,Ursa Major,11h 50m 13.9s,63° 2′ 40.97″,17.72,32.9,T8,,,2010
2724,WISE 1150+6302,Ursa Major,11h 50m 13.9s,63° 2′ 40.97″,17.72,32.9,T8,,,2010
2725,WISE 1150+6302,Ursa Major,11h 50m 13.9s,63° 2′ 40.97″,17.72,32.9,T8,,,2010
2726,WISE 1150+6302,Ursa Major,11h 50m 13.9s,63° 2′ 40.97″,17.72,32.9,T8,,,2010
2727,WISE 1150+6302,Ursa Major,11h 50m 13.9s,63° 2′ 40.97″,17.72,32.9,T8,,,2010
2728,WISE 1150+6302,Ursa Major,11h 50m 13.9s,63° 2′ 40.97″,17.72,32.9,T8,,,2010
2729,WISE 1150+6302,Ursa Major,11h 50m 13.9s,63° 2′ 40.97″,17.72,32.9,T8,,,2010
2730,WISE 1217+1626A,Coma Berenices,12h 17m 56.96s,16° 26′ 39.98″,18.59,34.2,T9,12,,2010
2731,WISE 1217+1626A,Coma Berenices,12h 17m 56.96s,16° 26′ 39.98″,18.59,34.2,T9,12,,2010
2732,WISE 1217+1626A,Coma Berenices,12h 17m 56.96s,16° 26′ 39.98″,18.59,34.2,T9,12,,2010
2733,WISE 1217+1626A,Coma Berenices,12h 17m 56.96s,16° 26′ 39.98″,18.59,34.2,T9,12,,2010
2734,WISE 1217+1626A,Coma Berenices,12h 17m 56.96s,16° 26′ 39.98″,18.59,34.2,T9,12,,2010
2735,WISE 1217+1626A,Coma Berenices,12h 17m 56.96s,16° 26′ 39.98″,18.59,34.2,T9,12,,2010
2736,WISE 1217+1626A,Coma Berenices,12h 17m 56.96s,16° 26′ 39.98″,18.59,34.2,T9,12,,2010
2737,WISE 1217+1626A,Coma Berenices,12h 17m 56.96s,16° 26′ 39.98″,18.59,34.2,T9,12,,2010
2738,WISE 1217+1626A,Coma Berenices,12h 17m 56.96s,16° 26′ 39.98″,18.59,34.2,T9,12,,2010
2739,WISE 1217+1626A,Coma Berenices,12h 17m 56.96s,16° 26′ 39.98″,18.59,34.2,T9,12,,2010
2740,WISE 1217+1626B,Coma Berenices,12h 17m 56.96s,16° 26′ 39.98″,20.26,34.2,Y0,6,,2010
2741,WISE 1217+1626B,Coma Berenices,12h 17m 56.96s,16° 26′ 39.98″,20.26,34.2,Y0,6,,2010
2742,WISE 1217+1626B,Coma Berenices,12h 17m 56.96s,16° 26′ 39.98″,20.26,34.2,Y0,6,,2010
2743,WISE 1217+1626B,Coma Berenices,12h 17m 56.96s,16° 26′ 39.98″,20.26,34.2,Y0,6,,2010
2744,WISE 1217+1626B,Coma Berenices,12h 17m 56.96s,16° 26′ 39.98″,20.26,34.2,Y0,6,,2010
2745,WISE 1217+1626B,Coma Berenices,12h 17m 56.96s,16° 26′ 39.98″,20.26,34.2,Y0,6,,2010
2746,WISE 1217+1626B,Coma Berenices,12h 17m 56.96s,16° 26′ 39.98″,20.26,34.2,Y0,6,,2010
2747,WISE 1217+1626B,Coma Berenices,12h 17m 56.96s,16° 26′ 39.98″,20.26,34.2,Y0,6,,2010
2748,WISE 1217+1626B,Coma Berenices,12h 17m 56.96s,16° 26′ 39.98″,20.26,34.2,Y0,6,,2010
2749,WISE 1217+1626B,Coma Berenices,12h 17m 56.96s,16° 26′ 39.98″,20.26,34.2,Y0,6,,2010
2750,WISE 1225-1013,Virgo,12h 25m 58.86s,−10° 13′ 45.0″,,55.4,T6,,,2010
2751,WISE 1225-1013,Virgo,12h 25m 58.86s,−10° 13′ 45.0″,,55.4,T6,,,2010
2752,WISE 1225-1013,Virgo,12h 25m 58.86s,−10° 13′ 45.0″,,55.4,T6,,,2010
2753,WISE 1225-1013,Virgo,12h 25m 58.86s,−10° 13′ 45.0″,,55.4,T6,,,2010
2754,WISE 1225-1013,Virgo,12h 25m 58.86s,−10° 13′ 45.0″,,55.4,T6,,,2010
2755,WISE 1225-1013,Virgo,12h 25m 58.86s,−10° 13′ 45.0″,,55.4,T6,,,2010
2756,WISE 1225-1013,Virgo,12h 25m 58.86s,−10° 13′ 45.0″,,55.4,T6,,,2010
2757,WISE 1225-1013,Virgo,12h 25m 58.86s,−10° 13′ 45.0″,,55.4,T6,,,2010
2758,WISE 1225-1013,Virgo,12h 25m 58.86s,−10° 13′ 45.0″,,55.4,T6,,,2010
2759,WISE 1225-1013,Virgo,12h 25m 58.86s,−10° 13′ 45.0″,,55.4,T6,,,2010
2760,WISE 1311+0122,Virgo,13h 11m 6.21s,1° 22′ 53.61″,18.97,44.4,T9:,,,2010
2761,WISE 1311+0122,Virgo,13h 11m 6.21s,1° 22′ 53.61″,18.97,44.4,T9:,,,2010
2762,WISE 1311+0122,Virgo,13h 11m 6.21s,1° 22′ 53.61″,18.97,44.4,T9:,,,2010
2763,WISE 1311+0122,Virgo,13h 11m 6.21s,1° 22′ 53.61″,18.97,44.4,T9:,,,2010
2764,WISE 1311+0122,Virgo,13h 11m 6.21s,1° 22′ 53.61″,18.97,44.4,T9:,,,2010
2765,WISE 1311+0122,Virgo,13h 11m 6.21s,1° 22′ 53.61″,18.97,44.4,T9:,,,2010
2766,WISE 1311+0122,Virgo,13h 11m 6.21s,1° 22′ 53.61″,18.97,44.4,T9:,,,2010
2767,WISE 1311+0122,Virgo,13h 11m 6.21s,1° 22′ 53.61″,18.97,44.4,T9:,,,2010
2768,WISE 1311+0122,Virgo,13h 11m 6.21s,1° 22′ 53.61″,18.97,44.4,T9:,,,2010
2769,WISE 1311+0122,Virgo,13h 11m 6.21s,1° 22′ 53.61″,18.97,44.4,T9:,,,2010
2770,WISE 1311+3629,Canes Venatici,13h 11m 41.91s,36° 29′ 24.83″,15.55,86.1,L5 pec,,,2010
2771,WISE 1311+3629,Canes Venatici,13h 11m 41.91s,36° 29′ 24.83″,15.55,86.1,L5 pec,,,2010
2772,WISE 1311+3629,Canes Venatici,13h 11m 41.91s,36° 29′ 24.83″,15.55,86.1,L5 pec,,,2010
2773,WISE 1311+3629,Canes Venatici,13h 11m 41.91s,36° 29′ 24.83″,15.55,86.1,L5 pec,,,2010
2774,WISE 1311+3629,Canes Venatici,13h 11m 41.91s,36° 29′ 24.83″,15.55,86.1,L5 pec,,,2010
2775,WISE 1311+3629,Canes Venatici,13h 11m 41.91s,36° 29′ 24.83″,15.55,86.1,L5 pec,,,2010
2776,WISE 1311+3629,Canes Venatici,13h 11m 41.91s,36° 29′ 24.83″,15.55,86.1,L5 pec,,,2010
2777,WISE 1311+3629,Canes Venatici,13h 11m 41.91s,36° 29′ 24.83″,15.55,86.1,L5 pec,,,2010
2778,WISE 1311+3629,Canes Venatici,13h 11m 41.91s,36° 29′ 24.83″,15.55,86.1,L5 pec,,,2010
2779,WISE 1311+3629,Canes Venatici,13h 11m 41.91s,36° 29′ 24.83″,15.55,86.1,L5 pec,,,2010
2780,WISE 1318-1758,Virgo,13h 18m 33.98s,−17° 58′ 26.5″,,32.9,T9:,,,2010
2781,WISE 1318-1758,Virgo,13h 18m 33.98s,−17° 58′ 26.5″,,32.9,T9:,,,2010
2782,WISE 1318-1758,Virgo,13h 18m 33.98s,−17° 58′ 26.5″,,32.9,T9:,,,2010
2783,WISE 1318-1758,Virgo,13h 18m 33.98s,−17° 58′ 26.5″,,32.9,T9:,,,2010
2784,WISE 1318-1758,Virgo,13h 18m 33.98s,−17° 58′ 26.5″,,32.9,T9:,,,2010
2785,WISE 1318-1758,Virgo,13h 18m 33.98s,−17° 58′ 26.5″,,32.9,T9:,,,2010
2786,WISE 1318-1758,Virgo,13h 18m 33.98s,−17° 58′ 26.5″,,32.9,T9:,,,2010
2787,WISE 1318-1758,Virgo,13h 18m 33.98s,−17° 58′ 26.5″,,32.9,T9:,,,2010
2788,WISE 1318-1758,Virgo,13h 18m 33.98s,−17° 58′ 26.5″,,32.9,T9:,,,2010
2789,WISE 1318-1758,Virgo,13h 18m 33.98s,−17° 58′ 26.5″,,32.9,T9:,,,2010
2790,WISE 1320+6034,Ursa Major,13h 20m 4.18s,60° 34′ 25.99″,16.95,56.1,T6.5,,,2010
2791,WISE 1320+6034,Ursa Major,13h 20m 4.18s,60° 34′ 25.99″,16.95,56.1,T6.5,,,2010
2792,WISE 1320+6034,Ursa Major,13h 20m 4.18s,60° 34′ 25.99″,16.95,56.1,T6.5,,,2010
2793,WISE 1320+6034,Ursa Major,13h 20m 4.18s,60° 34′ 25.99″,16.95,56.1,T6.5,,,2010
2794,WISE 1320+6034,Ursa Major,13h 20m 4.18s,60° 34′ 25.99″,16.95,56.1,T6.5,,,2010
2795,WISE 1320+6034,Ursa Major,13h 20m 4.18s,60° 34′ 25.99″,16.95,56.1,T6.5,,,2010
2796,WISE 1320+6034,Ursa Major,13h 20m 4.18s,60° 34′ 25.99″,16.95,56.1,T6.5,,,2010
2797,WISE 1320+6034,Ursa Major,13h 20m 4.18s,60° 34′ 25.99″,16.95,56.1,T6.5,,,2010
2798,WISE 1320+6034,Ursa Major,13h 20m 4.18s,60° 34′ 25.99″,16.95,56.1,T6.5,,,2010
2799,WISE 1320+6034,Ursa Major,13h 20m 4.18s,60° 34′ 25.99″,16.95,56.1,T6.5,,,2010
2800,WISE 1322-2340,Hydra,13h 22m 33.63s,−23° 40′ 16.71″,17.01,33.9,T8,,,2010
2801,WISE 1322-2340,Hydra,13h 22m 33.63s,−23° 40′ 16.71″,17.01,33.9,T8,,,2010
2802,WISE 1322-2340,Hydra,13h 22m 33.63s,−23° 40′ 16.71″,17.01,33.9,T8,,,2010
2803,WISE 1322-2340,Hydra,13h 22m 33.63s,−23° 40′ 16.71″,17.01,33.9,T8,,,2010
2804,WISE 1322-2340,Hydra,13h 22m 33.63s,−23° 40′ 16.71″,17.01,33.9,T8,,,2010
2805,WISE 1322-2340,Hydra,13h 22m 33.63s,−23° 40′ 16.71″,17.01,33.9,T8,,,2010
2806,WISE 1322-2340,Hydra,13h 22m 33.63s,−23° 40′ 16.71″,17.01,33.9,T8,,,2010
2807,WISE 1322-2340,Hydra,13h 22m 33.63s,−23° 40′ 16.71″,17.01,33.9,T8,,,2010
