id,Brown dwarf,Constellation,Right ascension,Declination,App.mag.,Distance,Spectraltype,Mass,Radius,Discovery year
0,SDSS J000013.54+255418.6 [de],Pegasus,0h 0m 13.54s,25° 54′ 18″,,46.1,T4.5,48,0.99,2004
1,SDSS J000013.54+255418.6 [de],Pegasus,0h 0m 13.54s,25° 54′ 18″,,46.1,T4.5,48,0.99,2004
2,SDSS J000013.54+255418.6 [de],Pegasus,0h 0m 13.54s,25° 54′ 18″,,46.1,T4.5,48,0.99,2004
3,SDSS J000013.54+255418.6 [de],Pegasus,0h 0m 13.54s,25° 54′ 18″,,46.1,T4.5,48,0.99,2004
4,SDSS J000013.54+255418.6 [de],Pegasus,0h 0m 13.54s,25° 54′ 18″,,46.1,T4.5,48,0.99,2004
5,SDSS J000013.54+255418.6 [de],Pegasus,0h 0m 13.54s,25° 54′ 18″,,46.1,T4.5,48,0.99,2004
6,SDSS J000013.54+255418.6 [de],Pegasus,0h 0m 13.54s,25° 54′ 18″,,46.1,T4.5,48,0.99,2004
7,SDSS J000013.54+255418.6 [de],Pegasus,0h 0m 13.54s,25° 54′ 18″,,46.1,T4.5,48,0.99,2004
8,SDSS J000013.54+255418.6 [de],Pegasus,0h 0m 13.54s,25° 54′ 18″,,46.1,T4.5,48,0.99,2004
9,SDSS J000013.54+255418.6 [de],Pegasus,0h 0m 13.54s,25° 54′ 18″,,46.1,T4.5,48,0.99,2004
10,2MASS J00040288-6410358,Tucana,0h 4m 2.88s,−64° 10′ 35.8″,,192,L1γ,19,1.63,
11,2MASS J00040288-6410358,Tucana,0h 4m 2.88s,−64° 10′ 35.8″,,192,L1γ,19,1.63,
12,2MASS J00040288-6410358,Tucana,0h 4m 2.88s,−64° 10′ 35.8″,,192,L1γ,19,1.63,
13,2MASS J00040288-6410358,Tucana,0h 4m 2.88s,−64° 10′ 35.8″,,192,L1γ,19,1.63,
14,2MASS J00040288-6410358,Tucana,0h 4m 2.88s,−64° 10′ 35.8″,,192,L1γ,19,1.63,
15,2MASS J00040288-6410358,Tucana,0h 4m 2.88s,−64° 10′ 35.8″,,192,L1γ,19,1.63,
16,2MASS J00040288-6410358,Tucana,0h 4m 2.88s,−64° 10′ 35.8″,,192,L1γ,19,1.63,
17,2MASS J00040288-6410358,Tucana,0h 4m 2.88s,−64° 10′ 35.8″,,192,L1γ,19,1.63,
18,2MASS J00040288-6410358,Tucana,0h 4m 2.88s,−64° 10′ 35.8″,,192,L1γ,19,1.63,
19,2MASS J00040288-6410358,Tucana,0h 4m 2.88s,−64° 10′ 35.8″,,192,L1γ,19,1.63,
20,LHS 102BC,Phoenix,0h 4m 34.84s,−40° 44′ 5.8″,,,L5,,,2002
21,LHS 102BC,Phoenix,0h 4m 34.84s,−40° 44′ 5.8″,,,L5,,,2002
22,LHS 102BC,Phoenix,0h 4m 34.84s,−40° 44′ 5.8″,,,L5,,,2002
23,LHS 102BC,Phoenix,0h 4m 34.84s,−40° 44′ 5.8″,,,L5,,,2002
24,LHS 102BC,Phoenix,0h 4m 34.84s,−40° 44′ 5.8″,,,L5,,,2002
25,LHS 102BC,Phoenix,0h 4m 34.84s,−40° 44′ 5.8″,,,L5,,,2002
26,LHS 102BC,Phoenix,0h 4m 34.84s,−40° 44′ 5.8″,,,L5,,,2002
27,LHS 102BC,Phoenix,0h 4m 34.84s,−40° 44′ 5.8″,,,L5,,,2002
28,LHS 102BC,Phoenix,0h 4m 34.84s,−40° 44′ 5.8″,,,L5,,,2002
29,LHS 102BC,Phoenix,0h 4m 34.84s,−40° 44′ 5.8″,,,L5,,,2002
30,2MASS J00242463-0158201,Pisces,0h 24m 24.63s,−1° 58′ 20.1″,,37.7,M9.5,79,1.09,
31,2MASS J00242463-0158201,Pisces,0h 24m 24.63s,−1° 58′ 20.1″,,37.7,M9.5,79,1.09,
32,2MASS J00242463-0158201,Pisces,0h 24m 24.63s,−1° 58′ 20.1″,,37.7,M9.5,79,1.09,
33,2MASS J00242463-0158201,Pisces,0h 24m 24.63s,−1° 58′ 20.1″,,37.7,M9.5,79,1.09,
34,2MASS J00242463-0158201,Pisces,0h 24m 24.63s,−1° 58′ 20.1″,,37.7,M9.5,79,1.09,
35,2MASS J00242463-0158201,Pisces,0h 24m 24.63s,−1° 58′ 20.1″,,37.7,M9.5,79,1.09,
36,2MASS J00242463-0158201,Pisces,0h 24m 24.63s,−1° 58′ 20.1″,,37.7,M9.5,79,1.09,
37,2MASS J00242463-0158201,Pisces,0h 24m 24.63s,−1° 58′ 20.1″,,37.7,M9.5,79,1.09,
38,2MASS J00242463-0158201,Pisces,0h 24m 24.63s,−1° 58′ 20.1″,,37.7,M9.5,79,1.09,
39,2MASS J00242463-0158201,Pisces,0h 24m 24.63s,−1° 58′ 20.1″,,37.7,M9.5,79,1.09,
40,2MASS J00250365+4759191AB,Cassiopeia,0h 25m 3.65s,47° 59′ 19.1″,,143,L4,,,
41,2MASS J00250365+4759191AB,Cassiopeia,0h 25m 3.65s,47° 59′ 19.1″,,143,L4,,,
42,2MASS J00250365+4759191AB,Cassiopeia,0h 25m 3.65s,47° 59′ 19.1″,,143,L4,,,
43,2MASS J00250365+4759191AB,Cassiopeia,0h 25m 3.65s,47° 59′ 19.1″,,143,L4,,,
44,2MASS J00250365+4759191AB,Cassiopeia,0h 25m 3.65s,47° 59′ 19.1″,,143,L4,,,
45,2MASS J00250365+4759191AB,Cassiopeia,0h 25m 3.65s,47° 59′ 19.1″,,143,L4,,,
46,2MASS J00250365+4759191AB,Cassiopeia,0h 25m 3.65s,47° 59′ 19.1″,,143,L4,,,
47,2MASS J00250365+4759191AB,Cassiopeia,0h 25m 3.65s,47° 59′ 19.1″,,143,L4,,,
48,2MASS J00250365+4759191AB,Cassiopeia,0h 25m 3.65s,47° 59′ 19.1″,,143,L4,,,
49,2MASS J00250365+4759191AB,Cassiopeia,0h 25m 3.65s,47° 59′ 19.1″,,143,L4,,,
50,2MASS J00274197+0503417,Pisces,0h 27m 41.97s,5° 3′ 41.7″,,236,M9.5β,31,1.44,
51,2MASS J00274197+0503417,Pisces,0h 27m 41.97s,5° 3′ 41.7″,,236,M9.5β,31,1.44,
52,2MASS J00274197+0503417,Pisces,0h 27m 41.97s,5° 3′ 41.7″,,236,M9.5β,31,1.44,
53,2MASS J00274197+0503417,Pisces,0h 27m 41.97s,5° 3′ 41.7″,,236,M9.5β,31,1.44,
54,2MASS J00274197+0503417,Pisces,0h 27m 41.97s,5° 3′ 41.7″,,236,M9.5β,31,1.44,
55,2MASS J00274197+0503417,Pisces,0h 27m 41.97s,5° 3′ 41.7″,,236,M9.5β,31,1.44,
56,2MASS J00274197+0503417,Pisces,0h 27m 41.97s,5° 3′ 41.7″,,236,M9.5β,31,1.44,
57,2MASS J00274197+0503417,Pisces,0h 27m 41.97s,5° 3′ 41.7″,,236,M9.5β,31,1.44,
58,2MASS J00274197+0503417,Pisces,0h 27m 41.97s,5° 3′ 41.7″,,236,M9.5β,31,1.44,
59,2MASS J00274197+0503417,Pisces,0h 27m 41.97s,5° 3′ 41.7″,,236,M9.5β,31,1.44,
60,2MASS J00275592+2219328,Andromeda,0h 27m 55.92s,22° 19′ 32.8″,,46.9,M8,,,
61,2MASS J00275592+2219328,Andromeda,0h 27m 55.92s,22° 19′ 32.8″,,46.9,M8,,,
62,2MASS J00275592+2219328,Andromeda,0h 27m 55.92s,22° 19′ 32.8″,,46.9,M8,,,
63,2MASS J00275592+2219328,Andromeda,0h 27m 55.92s,22° 19′ 32.8″,,46.9,M8,,,
64,2MASS J00275592+2219328,Andromeda,0h 27m 55.92s,22° 19′ 32.8″,,46.9,M8,,,
65,2MASS J00275592+2219328,Andromeda,0h 27m 55.92s,22° 19′ 32.8″,,46.9,M8,,,
66,2MASS J00275592+2219328,Andromeda,0h 27m 55.92s,22° 19′ 32.8″,,46.9,M8,,,
67,2MASS J00275592+2219328,Andromeda,0h 27m 55.92s,22° 19′ 32.8″,,46.9,M8,,,
68,2MASS J00275592+2219328,Andromeda,0h 27m 55.92s,22° 19′ 32.8″,,46.9,M8,,,
69,2MASS J00275592+2219328,Andromeda,0h 27m 55.92s,22° 19′ 32.8″,,46.9,M8,,,
70,2MASSW J0030300-145033,Cetus,0h 30m 30.13s,−14° 50′ 33.3″,,87.2,L7,54,0.98,n/a
71,2MASSW J0030300-145033,Cetus,0h 30m 30.13s,−14° 50′ 33.3″,,87.2,L7,54,0.98,n/a
72,2MASSW J0030300-145033,Cetus,0h 30m 30.13s,−14° 50′ 33.3″,,87.2,L7,54,0.98,n/a
73,2MASSW J0030300-145033,Cetus,0h 30m 30.13s,−14° 50′ 33.3″,,87.2,L7,54,0.98,n/a
74,2MASSW J0030300-145033,Cetus,0h 30m 30.13s,−14° 50′ 33.3″,,87.2,L7,54,0.98,n/a
75,2MASSW J0030300-145033,Cetus,0h 30m 30.13s,−14° 50′ 33.3″,,87.2,L7,54,0.98,n/a
76,2MASSW J0030300-145033,Cetus,0h 30m 30.13s,−14° 50′ 33.3″,,87.2,L7,54,0.98,n/a
77,2MASSW J0030300-145033,Cetus,0h 30m 30.13s,−14° 50′ 33.3″,,87.2,L7,54,0.98,n/a
78,2MASSW J0030300-145033,Cetus,0h 30m 30.13s,−14° 50′ 33.3″,,87.2,L7,54,0.98,n/a
79,2MASSW J0030300-145033,Cetus,0h 30m 30.13s,−14° 50′ 33.3″,,87.2,L7,54,0.98,n/a
80,2MASS J00332386-1521309 [de],Cetus,0h 33m 23.86s,−15° 21′ ″,,131,L1-L4β,29,1.43,n/a
81,2MASS J00332386-1521309 [de],Cetus,0h 33m 23.86s,−15° 21′ ″,,131,L1-L4β,29,1.43,n/a
82,2MASS J00332386-1521309 [de],Cetus,0h 33m 23.86s,−15° 21′ ″,,131,L1-L4β,29,1.43,n/a
83,2MASS J00332386-1521309 [de],Cetus,0h 33m 23.86s,−15° 21′ ″,,131,L1-L4β,29,1.43,n/a
84,2MASS J00332386-1521309 [de],Cetus,0h 33m 23.86s,−15° 21′ ″,,131,L1-L4β,29,1.43,n/a
85,2MASS J00332386-1521309 [de],Cetus,0h 33m 23.86s,−15° 21′ ″,,131,L1-L4β,29,1.43,n/a
86,2MASS J00332386-1521309 [de],Cetus,0h 33m 23.86s,−15° 21′ ″,,131,L1-L4β,29,1.43,n/a
87,2MASS J00332386-1521309 [de],Cetus,0h 33m 23.86s,−15° 21′ ″,,131,L1-L4β,29,1.43,n/a
88,2MASS J00332386-1521309 [de],Cetus,0h 33m 23.86s,−15° 21′ ″,,131,L1-L4β,29,1.43,n/a
89,2MASS J00332386-1521309 [de],Cetus,0h 33m 23.86s,−15° 21′ ″,,131,L1-L4β,29,1.43,n/a
90,2MASS J00345157+0523050,Pisces,0h 34m 51.57s,5° 23′ 5″,,31,T6.5,42,0.94,n/a
91,2MASS J00345157+0523050,Pisces,0h 34m 51.57s,5° 23′ 5″,,31,T6.5,42,0.94,n/a
92,2MASS J00345157+0523050,Pisces,0h 34m 51.57s,5° 23′ 5″,,31,T6.5,42,0.94,n/a
93,2MASS J00345157+0523050,Pisces,0h 34m 51.57s,5° 23′ 5″,,31,T6.5,42,0.94,n/a
94,2MASS J00345157+0523050,Pisces,0h 34m 51.57s,5° 23′ 5″,,31,T6.5,42,0.94,n/a
95,2MASS J00345157+0523050,Pisces,0h 34m 51.57s,5° 23′ 5″,,31,T6.5,42,0.94,n/a
96,2MASS J00345157+0523050,Pisces,0h 34m 51.57s,5° 23′ 5″,,31,T6.5,42,0.94,n/a
97,2MASS J00345157+0523050,Pisces,0h 34m 51.57s,5° 23′ 5″,,31,T6.5,42,0.94,n/a
98,2MASS J00345157+0523050,Pisces,0h 34m 51.57s,5° 23′ 5″,,31,T6.5,42,0.94,n/a
99,2MASS J00345157+0523050,Pisces,0h 34m 51.57s,5° 23′ 5″,,31,T6.5,42,0.94,n/a
100,2MASS 0036+1821,Pisces,0h 36m 16.17s,18° 21′ 10.4″,12.47,28.6,L3.5,42,0.94,2000
101,2MASS 0036+1821,Pisces,0h 36m 16.17s,18° 21′ 10.4″,12.47,28.6,L3.5,42,0.94,2000
102,2MASS 0036+1821,Pisces,0h 36m 16.17s,18° 21′ 10.4″,12.47,28.6,L3.5,42,0.94,2000
103,2MASS 0036+1821,Pisces,0h 36m 16.17s,18° 21′ 10.4″,12.47,28.6,L3.5,42,0.94,2000
104,2MASS 0036+1821,Pisces,0h 36m 16.17s,18° 21′ 10.4″,12.47,28.6,L3.5,42,0.94,2000
105,2MASS 0036+1821,Pisces,0h 36m 16.17s,18° 21′ 10.4″,12.47,28.6,L3.5,42,0.94,2000
106,2MASS 0036+1821,Pisces,0h 36m 16.17s,18° 21′ 10.4″,12.47,28.6,L3.5,42,0.94,2000
107,2MASS 0036+1821,Pisces,0h 36m 16.17s,18° 21′ 10.4″,12.47,28.6,L3.5,42,0.94,2000
108,2MASS 0036+1821,Pisces,0h 36m 16.17s,18° 21′ 10.4″,12.47,28.6,L3.5,42,0.94,2000
109,2MASS 0036+1821,Pisces,0h 36m 16.17s,18° 21′ 10.4″,12.47,28.6,L3.5,42,0.94,2000
110,2MASSW J0045214+163445,Pisces,0h 45m 21.43s,16° 34′ 44.6″,,57,L2β,23,1.62,n/a
111,2MASSW J0045214+163445,Pisces,0h 45m 21.43s,16° 34′ 44.6″,,57,L2β,23,1.62,n/a
112,2MASSW J0045214+163445,Pisces,0h 45m 21.43s,16° 34′ 44.6″,,57,L2β,23,1.62,n/a
113,2MASSW J0045214+163445,Pisces,0h 45m 21.43s,16° 34′ 44.6″,,57,L2β,23,1.62,n/a
114,2MASSW J0045214+163445,Pisces,0h 45m 21.43s,16° 34′ 44.6″,,57,L2β,23,1.62,n/a
115,2MASSW J0045214+163445,Pisces,0h 45m 21.43s,16° 34′ 44.6″,,57,L2β,23,1.62,n/a
116,2MASSW J0045214+163445,Pisces,0h 45m 21.43s,16° 34′ 44.6″,,57,L2β,23,1.62,n/a
117,2MASSW J0045214+163445,Pisces,0h 45m 21.43s,16° 34′ 44.6″,,57,L2β,23,1.62,n/a
118,2MASSW J0045214+163445,Pisces,0h 45m 21.43s,16° 34′ 44.6″,,57,L2β,23,1.62,n/a
119,2MASSW J0045214+163445,Pisces,0h 45m 21.43s,16° 34′ 44.6″,,57,L2β,23,1.62,n/a
120,WISEP J004701.06+680352.1 [fr],Cassiopeia,0h 47m 0.38s,68° 3′ 54.3″,,40,L7.5p,12,1.3,n/a
121,WISEP J004701.06+680352.1 [fr],Cassiopeia,0h 47m 0.38s,68° 3′ 54.3″,,40,L7.5p,12,1.3,n/a
122,WISEP J004701.06+680352.1 [fr],Cassiopeia,0h 47m 0.38s,68° 3′ 54.3″,,40,L7.5p,12,1.3,n/a
123,WISEP J004701.06+680352.1 [fr],Cassiopeia,0h 47m 0.38s,68° 3′ 54.3″,,40,L7.5p,12,1.3,n/a
124,WISEP J004701.06+680352.1 [fr],Cassiopeia,0h 47m 0.38s,68° 3′ 54.3″,,40,L7.5p,12,1.3,n/a
125,WISEP J004701.06+680352.1 [fr],Cassiopeia,0h 47m 0.38s,68° 3′ 54.3″,,40,L7.5p,12,1.3,n/a
126,WISEP J004701.06+680352.1 [fr],Cassiopeia,0h 47m 0.38s,68° 3′ 54.3″,,40,L7.5p,12,1.3,n/a
127,WISEP J004701.06+680352.1 [fr],Cassiopeia,0h 47m 0.38s,68° 3′ 54.3″,,40,L7.5p,12,1.3,n/a
128,WISEP J004701.06+680352.1 [fr],Cassiopeia,0h 47m 0.38s,68° 3′ 54.3″,,40,L7.5p,12,1.3,n/a
129,WISEP J004701.06+680352.1 [fr],Cassiopeia,0h 47m 0.38s,68° 3′ 54.3″,,40,L7.5p,12,1.3,n/a
130,2MASS J00501994-3322402 [de],Sculptor,0h 50m 19.94s,−33° 22′ 40.2″,,34,T7,40,0.94,n/a
131,2MASS J00501994-3322402 [de],Sculptor,0h 50m 19.94s,−33° 22′ 40.2″,,34,T7,40,0.94,n/a
132,2MASS J00501994-3322402 [de],Sculptor,0h 50m 19.94s,−33° 22′ 40.2″,,34,T7,40,0.94,n/a
133,2MASS J00501994-3322402 [de],Sculptor,0h 50m 19.94s,−33° 22′ 40.2″,,34,T7,40,0.94,n/a
134,2MASS J00501994-3322402 [de],Sculptor,0h 50m 19.94s,−33° 22′ 40.2″,,34,T7,40,0.94,n/a
135,2MASS J00501994-3322402 [de],Sculptor,0h 50m 19.94s,−33° 22′ 40.2″,,34,T7,40,0.94,n/a
136,2MASS J00501994-3322402 [de],Sculptor,0h 50m 19.94s,−33° 22′ 40.2″,,34,T7,40,0.94,n/a
137,2MASS J00501994-3322402 [de],Sculptor,0h 50m 19.94s,−33° 22′ 40.2″,,34,T7,40,0.94,n/a
138,2MASS J00501994-3322402 [de],Sculptor,0h 50m 19.94s,−33° 22′ 40.2″,,34,T7,40,0.94,n/a
139,2MASS J00501994-3322402 [de],Sculptor,0h 50m 19.94s,−33° 22′ 40.2″,,34,T7,40,0.94,n/a
140,2MASS J00034227-2822410,Sculptor,0h 55m 39.72s,−28° 22′ 42″,,,M7.5,,,n/a
141,2MASS J00034227-2822410,Sculptor,0h 55m 39.72s,−28° 22′ 42″,,,M7.5,,,n/a
142,2MASS J00034227-2822410,Sculptor,0h 55m 39.72s,−28° 22′ 42″,,,M7.5,,,n/a
143,2MASS J00034227-2822410,Sculptor,0h 55m 39.72s,−28° 22′ 42″,,,M7.5,,,n/a
144,2MASS J00034227-2822410,Sculptor,0h 55m 39.72s,−28° 22′ 42″,,,M7.5,,,n/a
145,2MASS J00034227-2822410,Sculptor,0h 55m 39.72s,−28° 22′ 42″,,,M7.5,,,n/a
146,2MASS J00034227-2822410,Sculptor,0h 55m 39.72s,−28° 22′ 42″,,,M7.5,,,n/a
147,2MASS J00034227-2822410,Sculptor,0h 55m 39.72s,−28° 22′ 42″,,,M7.5,,,n/a
148,2MASS J00034227-2822410,Sculptor,0h 55m 39.72s,−28° 22′ 42″,,,M7.5,,,n/a
149,2MASS J00034227-2822410,Sculptor,0h 55m 39.72s,−28° 22′ 42″,,,M7.5,,,n/a
150,2MASS J00584253-0651239 [de],Cetus,0h 58m 42.53s,−6° 51′ 23.9″,,96,L0β,29,1.43,n/a
151,2MASS J00584253-0651239 [de],Cetus,0h 58m 42.53s,−6° 51′ 23.9″,,96,L0β,29,1.43,n/a
152,2MASS J00584253-0651239 [de],Cetus,0h 58m 42.53s,−6° 51′ 23.9″,,96,L0β,29,1.43,n/a
153,2MASS J00584253-0651239 [de],Cetus,0h 58m 42.53s,−6° 51′ 23.9″,,96,L0β,29,1.43,n/a
154,2MASS J00584253-0651239 [de],Cetus,0h 58m 42.53s,−6° 51′ 23.9″,,96,L0β,29,1.43,n/a
155,2MASS J00584253-0651239 [de],Cetus,0h 58m 42.53s,−6° 51′ 23.9″,,96,L0β,29,1.43,n/a
156,2MASS J00584253-0651239 [de],Cetus,0h 58m 42.53s,−6° 51′ 23.9″,,96,L0β,29,1.43,n/a
157,2MASS J00584253-0651239 [de],Cetus,0h 58m 42.53s,−6° 51′ 23.9″,,96,L0β,29,1.43,n/a
158,2MASS J00584253-0651239 [de],Cetus,0h 58m 42.53s,−6° 51′ 23.9″,,96,L0β,29,1.43,n/a
159,2MASS J00584253-0651239 [de],Cetus,0h 58m 42.53s,−6° 51′ 23.9″,,96,L0β,29,1.43,n/a
160,CFBDS J005910.90–011401.3,Cetus,0h 59m 10.83s,−1° 14′ 1.3″,18.08,30,T8.5,23,,2013
161,CFBDS J005910.90–011401.3,Cetus,0h 59m 10.83s,−1° 14′ 1.3″,18.08,30,T8.5,23,,2013
162,CFBDS J005910.90–011401.3,Cetus,0h 59m 10.83s,−1° 14′ 1.3″,18.08,30,T8.5,23,,2013
163,CFBDS J005910.90–011401.3,Cetus,0h 59m 10.83s,−1° 14′ 1.3″,18.08,30,T8.5,23,,2013
164,CFBDS J005910.90–011401.3,Cetus,0h 59m 10.83s,−1° 14′ 1.3″,18.08,30,T8.5,23,,2013
165,CFBDS J005910.90–011401.3,Cetus,0h 59m 10.83s,−1° 14′ 1.3″,18.08,30,T8.5,23,,2013
166,CFBDS J005910.90–011401.3,Cetus,0h 59m 10.83s,−1° 14′ 1.3″,18.08,30,T8.5,23,,2013
167,CFBDS J005910.90–011401.3,Cetus,0h 59m 10.83s,−1° 14′ 1.3″,18.08,30,T8.5,23,,2013
168,CFBDS J005910.90–011401.3,Cetus,0h 59m 10.83s,−1° 14′ 1.3″,18.08,30,T8.5,23,,2013
169,CFBDS J005910.90–011401.3,Cetus,0h 59m 10.83s,−1° 14′ 1.3″,18.08,30,T8.5,23,,2013
170,2MASSI J0103320+193536,Pisces,1h 3m 32.03s,19° ′ 35″,,70,L6β,52,0.98,
171,2MASSI J0103320+193536,Pisces,1h 3m 32.03s,19° ′ 35″,,70,L6β,52,0.98,
172,2MASSI J0103320+193536,Pisces,1h 3m 32.03s,19° ′ 35″,,70,L6β,52,0.98,
173,2MASSI J0103320+193536,Pisces,1h 3m 32.03s,19° ′ 35″,,70,L6β,52,0.98,
174,2MASSI J0103320+193536,Pisces,1h 3m 32.03s,19° ′ 35″,,70,L6β,52,0.98,
175,2MASSI J0103320+193536,Pisces,1h 3m 32.03s,19° ′ 35″,,70,L6β,52,0.98,
176,2MASSI J0103320+193536,Pisces,1h 3m 32.03s,19° ′ 35″,,70,L6β,52,0.98,
177,2MASSI J0103320+193536,Pisces,1h 3m 32.03s,19° ′ 35″,,70,L6β,52,0.98,
178,2MASSI J0103320+193536,Pisces,1h 3m 32.03s,19° ′ 35″,,70,L6β,52,0.98,
179,2MASSI J0103320+193536,Pisces,1h 3m 32.03s,19° ′ 35″,,70,L6β,52,0.98,
180,SDSSp J010752.33+004156.1 [de],Cetus,1h 7m 52.42s,−0° 41′ 56.3″,,51,L8,52,0.98,
181,SDSSp J010752.33+004156.1 [de],Cetus,1h 7m 52.42s,−0° 41′ 56.3″,,51,L8,52,0.98,
182,SDSSp J010752.33+004156.1 [de],Cetus,1h 7m 52.42s,−0° 41′ 56.3″,,51,L8,52,0.98,
183,SDSSp J010752.33+004156.1 [de],Cetus,1h 7m 52.42s,−0° 41′ 56.3″,,51,L8,52,0.98,
184,SDSSp J010752.33+004156.1 [de],Cetus,1h 7m 52.42s,−0° 41′ 56.3″,,51,L8,52,0.98,
185,SDSSp J010752.33+004156.1 [de],Cetus,1h 7m 52.42s,−0° 41′ 56.3″,,51,L8,52,0.98,
186,SDSSp J010752.33+004156.1 [de],Cetus,1h 7m 52.42s,−0° 41′ 56.3″,,51,L8,52,0.98,
187,SDSSp J010752.33+004156.1 [de],Cetus,1h 7m 52.42s,−0° 41′ 56.3″,,51,L8,52,0.98,
188,SDSSp J010752.33+004156.1 [de],Cetus,1h 7m 52.42s,−0° 41′ 56.3″,,51,L8,52,0.98,
189,SDSSp J010752.33+004156.1 [de],Cetus,1h 7m 52.42s,−0° 41′ 56.3″,,51,L8,52,0.98,
190,2MASSI J0117474-340325 [de],Sculptor,1h 17m 47.48s,−34° 3′ 25.8″,,163,L2:,20,1.62,
191,2MASSI J0117474-340325 [de],Sculptor,1h 17m 47.48s,−34° 3′ 25.8″,,163,L2:,20,1.62,
192,2MASSI J0117474-340325 [de],Sculptor,1h 17m 47.48s,−34° 3′ 25.8″,,163,L2:,20,1.62,
193,2MASSI J0117474-340325 [de],Sculptor,1h 17m 47.48s,−34° 3′ 25.8″,,163,L2:,20,1.62,
194,2MASSI J0117474-340325 [de],Sculptor,1h 17m 47.48s,−34° 3′ 25.8″,,163,L2:,20,1.62,
195,2MASSI J0117474-340325 [de],Sculptor,1h 17m 47.48s,−34° 3′ 25.8″,,163,L2:,20,1.62,
196,2MASSI J0117474-340325 [de],Sculptor,1h 17m 47.48s,−34° 3′ 25.8″,,163,L2:,20,1.62,
197,2MASSI J0117474-340325 [de],Sculptor,1h 17m 47.48s,−34° 3′ 25.8″,,163,L2:,20,1.62,
198,2MASSI J0117474-340325 [de],Sculptor,1h 17m 47.48s,−34° 3′ 25.8″,,163,L2:,20,1.62,
199,2MASSI J0117474-340325 [de],Sculptor,1h 17m 47.48s,−34° 3′ 25.8″,,163,L2:,20,1.62,
200,2MASS J01415823-4633574 [de],Phoenix,1h 41m 58.23s,−46° 33′ 57.4″,,130,L0γ,20,1.61,
201,2MASS J01415823-4633574 [de],Phoenix,1h 41m 58.23s,−46° 33′ 57.4″,,130,L0γ,20,1.61,
202,2MASS J01415823-4633574 [de],Phoenix,1h 41m 58.23s,−46° 33′ 57.4″,,130,L0γ,20,1.61,
203,2MASS J01415823-4633574 [de],Phoenix,1h 41m 58.23s,−46° 33′ 57.4″,,130,L0γ,20,1.61,
204,2MASS J01415823-4633574 [de],Phoenix,1h 41m 58.23s,−46° 33′ 57.4″,,130,L0γ,20,1.61,
205,2MASS J01415823-4633574 [de],Phoenix,1h 41m 58.23s,−46° 33′ 57.4″,,130,L0γ,20,1.61,
206,2MASS J01415823-4633574 [de],Phoenix,1h 41m 58.23s,−46° 33′ 57.4″,,130,L0γ,20,1.61,
207,2MASS J01415823-4633574 [de],Phoenix,1h 41m 58.23s,−46° 33′ 57.4″,,130,L0γ,20,1.61,
208,2MASS J01415823-4633574 [de],Phoenix,1h 41m 58.23s,−46° 33′ 57.4″,,130,L0γ,20,1.61,
209,2MASS J01415823-4633574 [de],Phoenix,1h 41m 58.23s,−46° 33′ 57.4″,,130,L0γ,20,1.61,
210,SDSS J015141.69+124429.6,,1h 51m 41.55s,12° 44′ 30″,,70,T1,47,0.97,
211,SDSS J015141.69+124429.6,,1h 51m 41.55s,12° 44′ 30″,,70,T1,47,0.97,
212,SDSS J015141.69+124429.6,,1h 51m 41.55s,12° 44′ 30″,,70,T1,47,0.97,
213,SDSS J015141.69+124429.6,,1h 51m 41.55s,12° 44′ 30″,,70,T1,47,0.97,
214,SDSS J015141.69+124429.6,,1h 51m 41.55s,12° 44′ 30″,,70,T1,47,0.97,
215,SDSS J015141.69+124429.6,,1h 51m 41.55s,12° 44′ 30″,,70,T1,47,0.97,
216,SDSS J015141.69+124429.6,,1h 51m 41.55s,12° 44′ 30″,,70,T1,47,0.97,
217,SDSS J015141.69+124429.6,,1h 51m 41.55s,12° 44′ 30″,,70,T1,47,0.97,
218,SDSS J015141.69+124429.6,,1h 51m 41.55s,12° 44′ 30″,,70,T1,47,0.97,
219,SDSS J015141.69+124429.6,,1h 51m 41.55s,12° 44′ 30″,,70,T1,47,0.97,
220,DENIS-P J020529.0−115925A,Cetus,2h 5m 29.401s,−11° 59′ 29.67″,,65,L5.5,,,1997
221,DENIS-P J020529.0−115925A,Cetus,2h 5m 29.401s,−11° 59′ 29.67″,,65,L5.5,,,1997
222,DENIS-P J020529.0−115925A,Cetus,2h 5m 29.401s,−11° 59′ 29.67″,,65,L5.5,,,1997
223,DENIS-P J020529.0−115925A,Cetus,2h 5m 29.401s,−11° 59′ 29.67″,,65,L5.5,,,1997
224,DENIS-P J020529.0−115925A,Cetus,2h 5m 29.401s,−11° 59′ 29.67″,,65,L5.5,,,1997
225,DENIS-P J020529.0−115925A,Cetus,2h 5m 29.401s,−11° 59′ 29.67″,,65,L5.5,,,1997
226,DENIS-P J020529.0−115925A,Cetus,2h 5m 29.401s,−11° 59′ 29.67″,,65,L5.5,,,1997
227,DENIS-P J020529.0−115925A,Cetus,2h 5m 29.401s,−11° 59′ 29.67″,,65,L5.5,,,1997
228,DENIS-P J020529.0−115925A,Cetus,2h 5m 29.401s,−11° 59′ 29.67″,,65,L5.5,,,1997
229,DENIS-P J020529.0−115925A,Cetus,2h 5m 29.401s,−11° 59′ 29.67″,,65,L5.5,,,1997
230,DENIS-P J020529.0−115925B,Cetus,2h 5m 29.401s,−11° 59′ 29.67″,,65,L8,,,1997
